car_brand,purchase_date,purchase_value,engine_condition,no_of_buyers,fuel_type,kilometer_running,reparation_work,today_value
Hyundai,2024-12-07,2293562,Average,1,Electric,19523,No,878450
Maruti,2021-04-29,319214,Average,4,Diesel,52113,Yes,50000
Ford,2017-02-05,2982330,Poor,1,Diesel,195281,Yes,71023
Toyota,2017-05-02,2014878,Average,5,Petrol,198620,Yes,50000
Ford,2017-08-04,2755581,Good,3,Electric,55681,No,313333
Ford,2018-08-06,1710889,Excellent,4,Petrol,65384,No,205314
Tata,2016-03-18,530666,Poor,1,Petrol,133539,Yes,50000
Ford,2024-12-29,436534,Average,2,Hybrid,119309,No,97255
Ford,2017-09-17,446681,Excellent,3,Diesel,199670,Yes,50000
Tata,2020-11-28,1716943,Poor,4,Electric,147586,Yes,106550
BMW,2020-03-14,930353,Excellent,2,Electric,68196,No,194335
BMW,2024-02-28,2155419,Excellent,4,Electric,62402,No,786085
Ford,2024-01-23,2444177,Poor,4,Petrol,87559,Yes,290667
Maruti,2023-04-23,2815279,Excellent,2,Hybrid,168600,No,520054
Kia,2019-03-22,2877317,Good,1,Diesel,110967,No,323458
Tata,2022-07-31,302910,Excellent,1,Electric,168053,Yes,50240
Honda,2015-02-01,2756089,Average,1,Diesel,159806,Yes,84460
Ford,2024-07-21,1769167,Excellent,5,Hybrid,175787,No,318580
Maruti,2018-07-13,1329178,Good,1,Diesel,123862,Yes,112006
Kia,2015-10-11,2810368,Good,1,Petrol,90818,No,186360
Maruti,2024-05-24,363742,Good,3,Electric,139581,No,82113
BMW,2024-05-01,2414088,Average,1,Electric,109295,Yes,513009
BMW,2016-12-12,1744362,Excellent,3,Diesel,79568,No,170658
Honda,2023-08-04,2898988,Poor,4,Electric,111173,Yes,344664
Tata,2019-04-03,679718,Poor,3,Petrol,136584,Yes,50000
Mahindra,2020-11-20,1589028,Poor,3,Hybrid,5980,Yes,188899
Kia,2021-09-23,894647,Excellent,5,Hybrid,120139,Yes,132603
Mahindra,2022-02-11,1443081,Excellent,1,Hybrid,23228,No,486755
Toyota,2021-06-18,2346481,Excellent,2,Petrol,153496,No,313237
Mahindra,2015-01-01,1180377,Excellent,2,Petrol,134398,No,62277
Tata,2023-02-27,2164300,Poor,1,Petrol,69001,Yes,284263
Hyundai,2015-08-07,1399554,Average,5,Hybrid,98598,Yes,57143
Tata,2015-11-24,1480597,Excellent,1,Hybrid,182157,Yes,69619
Kia,2021-02-25,658399,Good,5,Hybrid,158390,Yes,58312
Hyundai,2020-11-28,1693068,Good,5,Diesel,159078,Yes,134458
Tata,2022-06-01,1270003,Poor,1,Diesel,91706,No,158705
Toyota,2023-07-31,2276250,Good,2,Electric,194794,Yes,280366
Audi,2018-11-24,2854537,Excellent,5,Electric,7141,No,513213
Audi,2022-10-27,2246309,Average,5,Diesel,146271,Yes,212434
Maruti,2024-08-01,2962585,Good,3,Electric,36543,No,1132637
Honda,2015-05-06,2162942,Poor,3,Electric,196900,No,50000
Tata,2017-12-22,2332482,Average,1,Diesel,88274,Yes,172676
Hyundai,2023-02-01,1584448,Good,5,Electric,118160,Yes,262175
Ford,2015-01-29,1211033,Good,2,Hybrid,83254,No,80645
Toyota,2016-11-20,2589178,Poor,3,Diesel,148100,Yes,77784
Audi,2018-07-30,1870565,Poor,2,Petrol,197483,Yes,50000
Ford,2019-03-12,1074060,Good,2,Electric,58325,No,165462
Audi,2022-05-16,1103383,Average,2,Electric,37550,Yes,222869
Tata,2020-07-03,1193206,Good,2,Diesel,41832,No,214450
Tata,2019-03-19,2811585,Good,3,Electric,144801,No,264333
BMW,2021-04-11,2156738,Average,2,Electric,55260,Yes,339963
Kia,2022-05-05,1111495,Poor,4,Diesel,28435,Yes,136877
Maruti,2023-03-17,1128017,Good,2,Hybrid,29907,No,351095
Ford,2024-10-18,1841421,Average,5,Hybrid,184694,Yes,192153
Audi,2019-04-07,637873,Good,1,Electric,123681,Yes,68710
Honda,2021-05-13,925956,Good,5,Petrol,102639,Yes,103496
Maruti,2020-03-21,2232542,Average,5,Electric,159686,No,158968
Kia,2016-08-25,2373329,Excellent,2,Electric,120854,Yes,193546
Honda,2016-03-11,2230269,Poor,1,Electric,153314,Yes,72764
Maruti,2023-07-06,2572739,Average,1,Hybrid,75385,Yes,530278
Hyundai,2016-07-19,1644741,Average,2,Petrol,186019,No,51208
Ford,2024-06-01,1801272,Good,3,Petrol,147487,No,319506
BMW,2021-09-19,1873221,Excellent,2,Diesel,60022,No,457418
Hyundai,2023-10-10,315451,Good,2,Petrol,92307,No,72441
Mahindra,2016-12-18,465294,Average,3,Hybrid,153444,Yes,50000
Tata,2022-10-16,1736363,Average,3,Hybrid,171003,No,182823
Maruti,2023-05-13,2450912,Excellent,1,Electric,196060,Yes,363712
Hyundai,2024-10-29,1220722,Poor,3,Electric,34654,Yes,264084
Honda,2017-05-20,354201,Good,5,Hybrid,87712,No,50000
Kia,2022-01-20,2254370,Average,3,Diesel,124557,Yes,241640
Hyundai,2017-12-25,2353448,Average,1,Petrol,197163,Yes,79088
Tata,2024-05-03,2524330,Good,2,Diesel,54690,No,804065
Hyundai,2017-03-29,2658157,Excellent,3,Petrol,26521,No,315827
Tata,2019-08-28,2610756,Excellent,2,Petrol,91746,No,369266
Tata,2017-12-05,1856761,Good,3,Hybrid,133889,Yes,128436
Kia,2021-11-07,1478978,Poor,1,Hybrid,50084,Yes,194223
Tata,2015-04-24,2843983,Good,3,Electric,94891,No,187356
Hyundai,2023-11-26,1977396,Average,5,Hybrid,55361,Yes,378469
Ford,2017-09-06,2697706,Good,3,Diesel,121415,Yes,180693
Toyota,2021-02-04,1659075,Good,2,Hybrid,34142,No,360596
Toyota,2015-03-31,2480326,Poor,3,Hybrid,196226,Yes,50000
BMW,2023-02-09,446001,Poor,4,Petrol,52817,Yes,52855
Mahindra,2021-01-11,922184,Excellent,1,Electric,126487,No,173700
Ford,2022-05-07,936249,Excellent,1,Petrol,44771,No,264645
Toyota,2021-10-20,2280398,Average,3,Electric,196006,No,175126
Ford,2016-10-01,1595565,Good,2,Petrol,84434,No,121374
Honda,2018-10-02,878754,Poor,1,Electric,183016,No,50000
Kia,2018-11-10,1454023,Average,5,Hybrid,47828,No,140360
Toyota,2024-05-17,934560,Average,3,Hybrid,144416,Yes,138225
Tata,2019-05-01,2198790,Poor,1,Petrol,198618,Yes,68014
Tata,2019-03-15,1807477,Poor,1,Electric,153698,Yes,95943
BMW,2019-04-22,367221,Good,1,Petrol,132617,No,50000
Mahindra,2020-01-13,499143,Good,1,Electric,151325,Yes,51379
Kia,2019-05-30,2902155,Good,2,Electric,11184,No,553424
Kia,2016-08-08,1160515,Poor,3,Hybrid,85517,No,55705
Maruti,2018-07-02,2624864,Poor,2,Hybrid,92959,Yes,157305
Audi,2018-10-19,1463326,Excellent,2,Hybrid,135487,Yes,146295
Honda,2016-03-28,1634333,Poor,3,Petrol,169572,No,50000
BMW,2024-03-06,1298496,Good,2,Diesel,144399,Yes,230096
Mahindra,2016-03-27,1017737,Average,3,Petrol,34117,Yes,59903
Tata,2015-09-24,2369692,Average,1,Electric,152296,No,106973
Tata,2017-09-03,2363043,Average,4,Electric,162324,No,115940
Toyota,2020-06-20,357652,Average,4,Hybrid,151961,Yes,50000
Audi,2021-12-24,1799234,Poor,3,Diesel,114410,No,167976
Audi,2020-06-17,2954503,Poor,1,Hybrid,132821,Yes,207004
Ford,2022-07-26,1912778,Good,4,Hybrid,176390,No,219664
Kia,2016-03-21,1477447,Good,2,Petrol,57731,No,115858
Maruti,2020-10-29,1644129,Poor,1,Diesel,96464,No,155071
Audi,2016-07-26,1056997,Average,2,Hybrid,134411,Yes,50000
Hyundai,2023-06-09,684433,Good,2,Petrol,92071,No,148968
Maruti,2017-10-14,842108,Poor,5,Hybrid,150367,Yes,50000
Audi,2016-03-18,946541,Poor,2,Electric,35865,Yes,52992
Tata,2018-09-10,2893371,Poor,3,Petrol,176015,No,98667
Mahindra,2020-01-24,585465,Average,1,Diesel,102518,No,63091
Toyota,2017-10-24,2483757,Poor,5,Petrol,89186,No,110964
Audi,2020-10-29,2817571,Excellent,1,Petrol,54425,No,598521
Toyota,2022-07-28,2857214,Poor,4,Diesel,171964,Yes,172214
Hyundai,2024-04-25,1837173,Average,1,Diesel,8162,No,584172
Ford,2016-06-16,2646419,Poor,2,Petrol,84449,Yes,103643
Kia,2024-09-10,768246,Average,5,Petrol,185063,No,76387
BMW,2018-12-05,844379,Good,2,Electric,177049,Yes,57042
Audi,2018-06-23,2298358,Poor,4,Diesel,68868,Yes,128465
Audi,2023-06-03,1212693,Excellent,5,Petrol,7404,No,374329
Mahindra,2020-02-05,671464,Average,2,Electric,87516,No,84273
Tata,2023-04-05,2570634,Good,4,Petrol,107178,No,450993
Honda,2024-09-16,2473451,Excellent,4,Electric,42802,No,1067908
Honda,2017-06-14,1490186,Good,4,Diesel,59369,No,135951
BMW,2023-01-09,1738125,Good,3,Hybrid,144244,No,286869
Honda,2016-04-28,2215265,Average,1,Electric,170750,Yes,86746
Audi,2021-01-28,2488783,Excellent,2,Diesel,138758,Yes,331140
Mahindra,2017-09-02,1774358,Average,2,Diesel,128183,Yes,96384
Tata,2024-07-23,1809814,Excellent,5,Diesel,199426,Yes,222845
Ford,2015-07-12,759530,Excellent,4,Electric,136331,Yes,50000
Honda,2019-09-27,1638159,Poor,3,Hybrid,47337,Yes,138804
Mahindra,2015-09-26,2262554,Poor,5,Diesel,7917,Yes,96320
Honda,2015-09-14,2885635,Poor,3,Hybrid,96817,Yes,102000
Audi,2017-02-07,1960741,Excellent,5,Electric,137389,No,146222
Tata,2016-05-19,2199586,Average,2,Diesel,60502,Yes,135040
Maruti,2017-03-25,2658272,Excellent,5,Hybrid,40656,No,303729
Kia,2024-04-17,1951549,Good,3,Diesel,15884,No,677220
Audi,2021-02-20,382573,Good,3,Hybrid,127066,Yes,50000
Tata,2020-05-10,2837313,Poor,5,Petrol,166509,Yes,109250
BMW,2020-09-30,1982663,Good,5,Petrol,140275,No,180278
Tata,2023-08-24,573204,Good,1,Hybrid,11551,No,215372
Mahindra,2024-11-25,1910464,Poor,2,Petrol,165426,Yes,184414
Mahindra,2019-03-28,1894418,Poor,5,Hybrid,54082,Yes,128006
Kia,2018-03-23,2956177,Poor,3,Petrol,97839,Yes,137090
Audi,2018-02-01,1651177,Good,1,Hybrid,52716,No,215404
Kia,2022-08-10,2570806,Good,1,Hybrid,16303,No,802504
Toyota,2023-10-21,2867928,Poor,5,Petrol,10834,Yes,419020
Kia,2023-05-18,1370017,Average,4,Hybrid,193882,No,123277
Hyundai,2020-11-26,1820370,Average,1,Diesel,46521,No,288674
Mahindra,2023-09-12,569828,Excellent,3,Petrol,197312,Yes,65376
Kia,2022-08-28,2874007,Excellent,1,Electric,120724,No,728659
Mahindra,2017-03-01,2992169,Poor,1,Diesel,142530,Yes,108304
Tata,2022-06-29,2269245,Average,2,Hybrid,157011,Yes,239685
Kia,2020-08-01,1653329,Poor,1,Diesel,184716,No,84893
Audi,2015-04-21,1647445,Poor,1,Petrol,11844,Yes,75239
Honda,2019-01-08,1021121,Good,2,Diesel,155195,Yes,72778
Honda,2022-01-28,1731894,Poor,4,Hybrid,116720,No,163386
Honda,2016-08-11,2410790,Poor,5,Diesel,13653,Yes,116023
Tata,2024-02-17,1814193,Excellent,1,Diesel,195036,No,301936
Kia,2017-05-17,2363372,Poor,1,Electric,44906,Yes,162533
Hyundai,2022-06-18,739822,Excellent,2,Hybrid,40371,No,235320
Mahindra,2018-05-19,558568,Good,4,Petrol,123486,No,50000
Ford,2017-11-07,414450,Excellent,2,Electric,137525,No,50000
Maruti,2018-11-21,1637380,Excellent,5,Electric,118681,No,182018
Audi,2022-10-23,345238,Good,5,Diesel,168223,No,50000
Maruti,2015-12-05,454016,Average,3,Electric,67811,Yes,50000
Audi,2015-12-23,1162572,Poor,4,Hybrid,165001,Yes,50000
Toyota,2019-12-11,2255199,Good,2,Hybrid,95041,No,313290
Tata,2024-12-21,2380267,Excellent,5,Petrol,168983,No,423477
Audi,2024-07-10,2302792,Good,1,Diesel,146663,Yes,447713
Tata,2017-04-15,2443547,Good,2,Petrol,62490,No,223477
Tata,2015-04-13,2513037,Excellent,4,Diesel,137326,No,130661
BMW,2020-03-15,2229427,Poor,4,Electric,53010,Yes,199874
Toyota,2019-09-04,1420400,Poor,2,Diesel,37678,Yes,122392
Tata,2023-11-08,2046113,Average,4,Electric,23387,No,550995
BMW,2015-05-08,1537645,Good,5,Diesel,42162,No,100497
BMW,2018-01-05,2526750,Average,3,Diesel,166520,Yes,106799
Kia,2018-09-23,2824388,Poor,3,Electric,10509,Yes,247194
Audi,2018-09-26,2134851,Excellent,2,Hybrid,153147,Yes,188578
Honda,2022-09-10,2693574,Average,3,Diesel,48611,Yes,458922
Ford,2024-04-15,2173977,Excellent,1,Petrol,125129,Yes,519588
Hyundai,2024-06-26,813949,Average,4,Electric,37311,Yes,207633
Ford,2023-12-08,1431133,Poor,5,Electric,25673,Yes,246076
Kia,2024-12-05,1354964,Poor,5,Petrol,144218,No,142297
Kia,2018-02-15,1960925,Excellent,3,Petrol,181315,Yes,105076
Maruti,2022-06-22,2395311,Excellent,3,Hybrid,163619,No,379828
Audi,2021-12-08,1074084,Excellent,3,Hybrid,87612,No,243074
Toyota,2023-10-04,2386492,Good,4,Diesel,140742,No,401783
Toyota,2015-04-25,1103185,Poor,2,Petrol,199938,No,50000
Kia,2024-11-09,393390,Poor,4,Petrol,28986,Yes,67937
Mahindra,2020-08-22,1282147,Average,1,Petrol,19983,Yes,180777
Audi,2023-09-09,2124593,Good,1,Hybrid,120766,No,499576
Maruti,2018-04-11,2050317,Good,3,Petrol,61357,No,209617
Honda,2019-10-11,1602394,Average,4,Diesel,145364,No,109682
Audi,2016-11-11,855995,Excellent,4,Hybrid,158508,No,53411
Audi,2024-05-26,1100599,Good,1,Electric,100246,No,344061
BMW,2024-12-02,1204510,Excellent,5,Hybrid,44165,No,474204
BMW,2015-07-15,2380029,Excellent,3,Petrol,82911,No,170095
Ford,2024-04-03,1241156,Average,2,Electric,5721,Yes,381860
Kia,2017-09-21,1799053,Excellent,1,Electric,152993,No,167663
Tata,2015-02-02,2452196,Good,4,Electric,193829,Yes,68560
Honda,2022-12-14,1391206,Good,3,Hybrid,6135,No,428223
Maruti,2021-01-20,2911404,Poor,4,Diesel,59562,Yes,257496
Kia,2021-01-13,1457597,Excellent,4,Hybrid,91937,No,263608
Tata,2016-02-03,1967643,Good,4,Petrol,73371,No,126469
BMW,2016-02-08,2314608,Average,1,Hybrid,172592,Yes,81146
Maruti,2016-03-06,1427750,Poor,4,Petrol,156310,No,50000
Toyota,2015-11-09,2457711,Average,5,Electric,25993,No,168061
Tata,2020-01-29,1747514,Excellent,5,Diesel,151290,Yes,153494
Audi,2016-01-08,1031330,Average,5,Electric,10980,Yes,68761
Tata,2016-07-01,1477758,Average,3,Electric,29242,Yes,112252
BMW,2024-07-20,1123961,Excellent,3,Petrol,116029,No,294951
Mahindra,2019-02-18,2690727,Average,1,Diesel,29627,Yes,307093
Kia,2017-01-25,2083226,Good,4,Petrol,74088,No,156470
Mahindra,2022-03-30,1542280,Good,5,Electric,105014,Yes,238579
Ford,2019-03-24,1529693,Average,1,Hybrid,129587,No,132405
Hyundai,2020-01-15,1885852,Average,2,Diesel,126574,No,168867
Mahindra,2024-03-18,485623,Poor,4,Electric,159676,Yes,50000
Mahindra,2016-12-14,1346932,Poor,2,Hybrid,77885,No,74818
Ford,2019-09-12,2157085,Poor,1,Petrol,160259,Yes,97625
Mahindra,2017-11-04,2983612,Good,5,Hybrid,56757,No,294393
Audi,2021-10-27,2543434,Average,1,Diesel,120789,Yes,297930
Audi,2015-02-14,2118741,Average,5,Electric,30380,Yes,113873
Audi,2024-06-22,901569,Good,4,Electric,39284,No,316459
BMW,2017-03-08,374377,Good,5,Electric,112892,Yes,50000
Mahindra,2022-09-04,2577778,Poor,4,Diesel,169886,Yes,160587
Maruti,2017-08-06,325312,Poor,1,Hybrid,119535,Yes,50000
Hyundai,2024-07-04,1656461,Average,4,Electric,187124,No,202462
Maruti,2017-06-28,2015658,Poor,4,Hybrid,14384,No,140565
Ford,2018-02-08,1042936,Average,5,Diesel,137502,Yes,50000
Toyota,2016-01-11,2743404,Poor,4,Petrol,100883,Yes,82807
Toyota,2022-04-03,2489324,Good,4,Electric,65834,No,546929
BMW,2023-10-26,2037541,Good,4,Hybrid,163452,Yes,285133
Toyota,2021-08-09,2649062,Poor,5,Diesel,113711,Yes,186845
Ford,2019-03-22,2372977,Good,3,Diesel,171328,Yes,147080
Honda,2019-06-10,1800241,Excellent,3,Hybrid,51391,No,317733
Maruti,2018-12-26,2157771,Excellent,4,Hybrid,32307,No,359694
Mahindra,2024-11-13,1514171,Average,4,Hybrid,188130,Yes,164774
Mahindra,2015-07-21,2482136,Excellent,1,Diesel,119991,No,175579
Ford,2019-03-25,2318533,Excellent,1,Petrol,88365,No,327259
Kia,2015-07-25,2842487,Excellent,2,Diesel,47264,No,268668
Mahindra,2016-01-03,2110366,Average,5,Electric,169663,No,70345
Hyundai,2024-03-06,2740163,Average,5,Hybrid,139410,No,400123
BMW,2017-04-30,2587402,Poor,5,Diesel,96960,No,110245
BMW,2016-10-07,1517760,Good,4,Petrol,94688,No,98651
Honda,2015-05-26,815847,Good,5,Hybrid,125923,No,50000
Kia,2022-03-30,992364,Poor,1,Electric,149990,Yes,88576
Hyundai,2016-07-03,2287235,Average,4,Petrol,72912,Yes,113438
Hyundai,2022-08-23,771404,Average,1,Electric,14940,Yes,186173
Maruti,2024-09-20,2300621,Average,1,Hybrid,144467,Yes,399767
Audi,2019-11-02,2522502,Excellent,3,Electric,82156,No,442140
Mahindra,2023-06-22,1107812,Poor,5,Electric,99747,Yes,128969
Toyota,2020-12-14,951890,Good,5,Petrol,33189,No,149491
Maruti,2018-06-11,734279,Average,4,Hybrid,173446,No,50000
Toyota,2022-01-16,2536572,Poor,2,Diesel,183737,No,158206
Honda,2015-12-05,2050343,Average,5,Petrol,173513,Yes,50000
Audi,2016-11-29,2609387,Excellent,1,Petrol,68973,No,275866
Honda,2020-04-25,2163625,Good,3,Petrol,177681,Yes,142180
Maruti,2021-10-15,2279148,Average,2,Diesel,106875,Yes,271858
Tata,2021-01-21,2508661,Excellent,1,Electric,68036,No,634523
Maruti,2016-04-22,1226725,Excellent,2,Hybrid,58531,No,133378
Hyundai,2019-11-21,1827380,Good,1,Hybrid,54131,No,317714
Tata,2023-03-26,2134897,Excellent,4,Petrol,141472,Yes,331090
Honda,2016-09-03,2571190,Excellent,2,Diesel,77509,No,256334
BMW,2022-06-24,2011842,Average,3,Hybrid,87413,Yes,298635
Mahindra,2024-09-01,2632882,Average,1,Hybrid,168491,No,426196
BMW,2020-12-04,312226,Excellent,4,Diesel,153264,Yes,50000
Hyundai,2015-04-29,1477039,Good,5,Petrol,135775,Yes,51442
BMW,2018-04-08,964325,Good,3,Electric,178908,Yes,54598
Hyundai,2017-01-30,2543712,Poor,3,Petrol,23104,No,149102
Kia,2021-09-23,2730765,Average,4,Hybrid,134984,Yes,263034
Kia,2017-04-17,2241940,Good,1,Petrol,36865,No,239330
Mahindra,2023-10-15,2703150,Poor,3,Diesel,57951,No,441576
Hyundai,2020-10-18,2850420,Poor,5,Electric,37948,Yes,281069
Audi,2016-12-02,1799071,Poor,1,Petrol,40646,Yes,96212
Hyundai,2015-02-26,2326231,Good,3,Diesel,82241,No,139960
Kia,2024-06-12,2176047,Excellent,5,Petrol,95775,No,554021
Kia,2021-03-30,2013216,Excellent,1,Diesel,29891,No,539269
Toyota,2021-01-25,2972313,Poor,1,Electric,153746,No,237427
Honda,2023-01-08,443533,Poor,3,Electric,59455,Yes,64835
Tata,2020-12-29,2639013,Average,1,Diesel,103287,No,329581
Tata,2017-03-17,2415118,Poor,5,Diesel,160584,Yes,62358
Audi,2018-02-18,323111,Poor,3,Electric,61627,Yes,50000
Tata,2016-03-29,655062,Average,5,Petrol,5114,No,50000
Ford,2024-07-26,864990,Good,3,Electric,62201,No,297694
Toyota,2020-05-04,2209809,Good,1,Electric,9075,No,519847
Ford,2017-06-24,1690059,Good,4,Petrol,117893,Yes,98454
Ford,2022-01-25,1058260,Average,1,Hybrid,67377,Yes,178651
Ford,2022-01-05,1668579,Poor,2,Electric,51298,Yes,225961
Audi,2020-03-01,2841049,Good,4,Electric,97019,No,385227
Maruti,2015-07-08,1083239,Good,5,Petrol,143814,Yes,50000
Toyota,2017-05-17,406495,Excellent,1,Diesel,13635,No,61534
Ford,2019-11-21,1207984,Excellent,2,Electric,29662,No,279709
Toyota,2024-03-15,1135108,Excellent,2,Petrol,8692,No,470503
Audi,2016-09-06,1471795,Good,3,Diesel,94846,No,106956
Kia,2022-04-08,2293642,Excellent,3,Petrol,10256,No,653909
Kia,2021-07-02,2965045,Average,3,Hybrid,113695,Yes,329027
Tata,2016-03-20,857817,Poor,3,Hybrid,99635,No,50000
Mahindra,2021-09-03,2983343,Poor,5,Electric,75690,Yes,290367
Kia,2018-11-22,440356,Poor,3,Diesel,25974,No,50000
BMW,2016-02-21,2983204,Poor,4,Electric,40606,Yes,145064
Toyota,2020-10-09,2552774,Excellent,1,Diesel,153607,Yes,308952
Toyota,2018-01-10,2938452,Excellent,3,Diesel,67665,No,361109
Mahindra,2022-05-31,1222006,Poor,1,Electric,131182,No,140205
Kia,2015-09-02,1670122,Average,5,Diesel,133034,No,59572
Kia,2022-11-29,2325476,Excellent,2,Petrol,161557,Yes,334138
Hyundai,2022-04-30,721069,Excellent,2,Hybrid,183898,Yes,90315
Mahindra,2021-11-16,1570612,Good,2,Hybrid,146418,Yes,201496
Mahindra,2016-12-14,1666412,Good,4,Diesel,92004,No,121181
Kia,2023-04-22,2002330,Average,2,Hybrid,7785,Yes,493319
Hyundai,2021-08-16,2698537,Poor,3,Electric,100714,Yes,260419
Mahindra,2017-07-21,2199796,Good,4,Hybrid,55308,No,221298
Toyota,2015-09-14,2391150,Poor,1,Diesel,16784,Yes,122723
BMW,2020-02-07,427921,Poor,4,Petrol,112653,Yes,50000
Tata,2019-01-25,2281885,Poor,4,Petrol,94221,Yes,116683
Toyota,2023-09-25,2254892,Good,2,Hybrid,73423,No,641305
Ford,2024-02-10,1673495,Average,2,Diesel,125080,No,293044
Toyota,2021-12-10,1839478,Average,2,Hybrid,43213,No,354499
Honda,2024-03-13,807032,Average,5,Electric,191359,No,84970
Hyundai,2017-10-20,2990048,Excellent,2,Electric,171569,Yes,210852
Tata,2020-08-04,1369389,Poor,5,Diesel,83317,No,105868
Kia,2022-06-21,735867,Average,1,Hybrid,70058,No,145667
Tata,2021-09-30,396774,Good,4,Hybrid,35741,No,85270
BMW,2019-03-24,408571,Poor,1,Petrol,111710,Yes,50000
Hyundai,2019-01-28,2475917,Average,3,Electric,17395,No,331627
Kia,2015-11-26,1953852,Average,1,Petrol,174723,Yes,57023
Ford,2020-04-28,1460163,Good,3,Hybrid,56970,No,242412
Ford,2020-11-12,1096463,Good,5,Diesel,129198,No,116435
Audi,2018-11-24,672398,Average,5,Electric,71871,Yes,56501
Toyota,2021-09-18,1203699,Excellent,5,Electric,153111,Yes,154466
Toyota,2017-07-24,2053955,Good,1,Electric,124947,Yes,166521
Tata,2020-05-10,1076927,Excellent,1,Diesel,74196,No,208757
Maruti,2021-04-17,1793157,Average,2,Petrol,154355,No,154326
Toyota,2018-11-11,1330634,Excellent,2,Diesel,71029,No,194852
Maruti,2022-10-01,2251826,Average,5,Diesel,68702,No,351914
Honda,2017-07-27,2362724,Average,3,Hybrid,88482,Yes,157055
Mahindra,2019-01-30,575298,Good,4,Petrol,92165,No,55143
Mahindra,2018-03-13,1208332,Average,5,Hybrid,58496,No,100297
BMW,2018-04-13,882751,Good,1,Electric,146872,No,78201
Hyundai,2017-11-08,974769,Excellent,2,Electric,108907,Yes,103145
Honda,2021-04-04,1637584,Excellent,4,Hybrid,150093,Yes,199094
Audi,2021-02-19,1072730,Poor,3,Electric,9468,Yes,139422
Audi,2022-06-20,1171331,Good,5,Hybrid,21129,No,281083
Hyundai,2017-06-19,301114,Poor,2,Petrol,51542,No,50000
Kia,2024-09-18,730184,Average,2,Diesel,20755,No,225228
Toyota,2021-03-28,2193113,Excellent,5,Petrol,14223,No,463665
Audi,2015-07-31,901611,Poor,1,Hybrid,106214,Yes,50000
BMW,2019-04-06,1250113,Average,1,Hybrid,43057,No,164096
Tata,2018-10-22,1632481,Good,5,Petrol,106415,No,131201
Ford,2017-10-12,1625650,Poor,5,Petrol,152087,No,50686
Honda,2018-05-25,959857,Good,3,Petrol,113887,Yes,70241
Hyundai,2017-08-04,453055,Poor,1,Electric,62126,Yes,50000
Ford,2022-10-17,475150,Excellent,4,Electric,104723,No,114047
Ford,2015-10-04,1754414,Good,3,Diesel,35467,No,141426
BMW,2024-06-11,2634596,Excellent,5,Electric,135542,Yes,590049
Maruti,2021-04-27,942743,Average,5,Petrol,109414,Yes,80826
Mahindra,2015-03-08,1495005,Good,5,Electric,95828,No,85340
Maruti,2024-12-14,2409611,Excellent,4,Electric,27854,No,1145307
Hyundai,2017-12-27,2575510,Good,1,Diesel,120635,Yes,202357
Ford,2020-06-28,1101071,Poor,5,Diesel,153877,No,56466
BMW,2023-06-12,1642182,Poor,1,Hybrid,29445,Yes,302528
Honda,2023-12-22,1377374,Poor,1,Diesel,7955,Yes,279823
Tata,2021-04-09,2838916,Good,1,Hybrid,185830,Yes,258288
Audi,2023-01-19,1835403,Poor,1,Electric,47820,No,348957
Tata,2021-12-15,2153934,Excellent,3,Petrol,116111,No,370442
Hyundai,2019-01-31,454398,Average,1,Electric,41993,No,61821
BMW,2021-07-28,977714,Average,2,Diesel,184200,Yes,67511
BMW,2016-10-13,1373530,Good,1,Hybrid,12627,No,168462
Ford,2022-06-14,648399,Good,5,Hybrid,8317,No,162309
Mahindra,2015-03-08,377256,Good,3,Petrol,127138,No,50000
Kia,2021-03-16,1965307,Poor,5,Electric,17122,Yes,223541
Mahindra,2023-07-14,1367997,Average,2,Electric,111587,Yes,239587
Honda,2023-11-11,815695,Average,5,Hybrid,160246,Yes,88593
Maruti,2019-04-15,2992776,Average,5,Hybrid,56370,Yes,269271
Audi,2022-03-27,2309547,Average,4,Petrol,42200,No,366903
BMW,2020-11-20,2223702,Poor,1,Diesel,102885,Yes,184606
Honda,2020-09-16,2735306,Poor,3,Hybrid,156038,Yes,154670
Audi,2021-03-14,2601249,Good,5,Petrol,46921,No,403335
Maruti,2024-03-26,1907412,Good,4,Diesel,30766,No,586613
Tata,2019-06-13,2927677,Excellent,2,Petrol,19121,No,539916
Kia,2024-09-17,2303213,Average,4,Electric,34315,No,685119
Toyota,2020-02-23,1743969,Good,4,Diesel,88352,No,216882
Ford,2018-08-31,2484158,Good,2,Hybrid,11327,No,394798
Maruti,2018-12-19,2749556,Poor,4,Petrol,159221,Yes,94614
Tata,2021-11-01,2420705,Excellent,3,Diesel,126921,Yes,370524
Ford,2022-08-11,512615,Poor,4,Electric,67587,Yes,63960
Maruti,2020-08-20,2574658,Excellent,1,Electric,5096,No,773046
Ford,2019-06-01,1998792,Good,2,Petrol,139234,Yes,157393
Hyundai,2023-01-17,2763719,Poor,4,Electric,152019,No,261855
Maruti,2019-05-13,863464,Average,1,Petrol,187826,Yes,50000
Toyota,2016-05-25,305053,Poor,3,Diesel,31677,No,50000
Audi,2023-01-07,343215,Average,1,Electric,150665,Yes,50000
Kia,2024-09-19,718114,Poor,2,Diesel,180441,No,71159
Honda,2016-06-14,1877522,Poor,3,Petrol,55141,No,87846
Tata,2019-04-16,766221,Average,3,Diesel,142363,Yes,50000
